32	98	30	44	99
4	85	68	21	82
66	60	55	9	37
4	59	81	1	20
40	97	41	74	4
11	6	95	36	53
36	76	85	75	84
50	33	11	100	27
48	49	64	54	6
1	80	36	16	79
33	43	62	20	95
21	56	13	83	3
16	33	99	77	54
74	54	24	85	35
14	83	8	64	91
97	25	78	20	48
80	92	66	9	61
62	40	69	91	11
34	95	2	90	27
74	68	33	92	46
21	63	12	30	79
66	15	97	42	56
91	6	64	62	42
45	100	8	92	95
70	33	42	98	88
60	65	18	9	3
94	87	68	2	75
88	41	24	17	7
64	88	37	99	66
67	80	17	59	97
60	36	26	67	44
51	73	91	1	96
10	57	70	52	96
42	88	3	46	28
77	57	46	13	38
20	79	80	28	33
62	99	4	22	14
10	93	39	16	14
25	37	77	59	32
23	35	34	4	33
47	47	48	38	99
1	71	71	75	82
65	76	1	97	70
48	30	31	45	81
36	38	58	47	7
29	82	65	44	2
76	59	39	18	37
41	46	42	5	48
60	76	23	90	30
75	90	48	64	20
81	46	2	16	16
60	8	77	19	65
82	54	36	7	13
11	6	83	92	94
36	25	38	99	18
53	59	11	91	35
90	70	65	36	44
35	85	10	94	20
80	85	21	84	49
42	19	85	75	68
6	49	18	45	48
57	44	6	74	77
2	98	2	80	41
65	85	32	49	32
80	15	21	37	94
29	55	78	50	89
66	43	97	26	77
79	4	52	42	36
95	36	55	95	90
53	16	88	30	96
43	93	87	25	79
52	20	37	85	16
27	27	50	50	100
79	50	41	57	56
50	11	59	64	59
28	13	78	48	16
4	5	24	60	85
10	23	89	87	90
51	99	43	59	90
31	64	83	77	12
40	64	78	77	30
53	45	26	41	27
83	27	94	76	52
24	91	2	73	17
99	100	64	95	82
26	71	7	16	91
52	13	77	83	23
83	94	29	34	16
8	46	58	7	33
82	40	82	37	28
52	88	23	57	86
93	82	23	48	62
32	96	2	69	65
6	67	82	72	59
17	13	3	99	90
50	27	54	23	29
94	1	51	38	58
83	99	11	91	95
91	15	98	76	40
44	22	9	6	4
5	70	32	9	73
62	73	99	94	86
10	24	98	45	79
2	72	43	67	99
28	18	32	100	55
85	8	3	6	55
50	38	98	65	69
96	74	20	72	97
43	98	62	63	97
31	46	39	79	71
28	61	60	32	15
26	8	17	26	62
25	83	86	94	63
29	9	94	75	97
46	27	90	95	29
62	99	9	87	3
70	99	90	89	79
12	18	8	2	37
41	26	75	25	12
55	71	73	27	51
82	32	49	57	78
76	13	37	45	22
48	79	3	20	48
46	32	59	96	48
14	36	75	18	100
17	36	2	98	54
69	69	30	9	30
56	62	76	37	34
71	66	15	52	85
47	86	47	60	72
90	21	1	96	13
51	37	67	39	35
8	43	16	32	53
1	10	96	61	19
35	46	55	32	9
86	52	56	7	51
40	40	30	70	48
5	94	16	2	3
51	37	30	49	92
48	35	22	73	49
35	32	2	66	52
94	74	47	12	26
27	50	79	67	89
6	72	92	82	56
58	45	98	98	67
86	55	70	52	69
77	37	95	69	9
6	73	37	80	52
14	18	46	12	1
81	90	60	57	30
67	53	35	31	46
64	58	22	26	37
7	4	47	12	83
47	76	82	50	1
39	36	78	35	63
24	56	39	36	11
13	31	100	76	44
11	40	34	11	13
92	86	99	46	7
24	45	47	14	53
80	66	100	28	38
84	72	43	83	58
2	3	25	89	9
13	22	39	88	74
69	100	8	38	93
21	29	89	100	54
59	62	91	51	3
39	83	50	36	88
41	79	48	77	66
57	58	80	98	45
7	72	13	77	1
42	96	66	31	58
78	6	93	70	78
52	7	19	12	9
81	39	19	64	97
50	74	100	78	90
69	60	75	24	63
79	59	70	13	73
7	24	38	8	44
80	89	3	84	58
56	53	62	66	3
38	57	28	2	78
3	19	89	22	97
88	81	74	89	68
61	9	84	86	7
61	3	27	62	45
71	63	66	76	57
74	40	96	52	33
53	70	94	62	70
18	56	34	95	48
29	56	2	73	34
57	100	8	2	57
27	72	50	50	92
76	81	33	19	97
90	43	49	82	67
42	32	70	91	87
25	72	26	10	58
83	86	90	25	95
95	1	5	69	3
54	72	88	94	93
84	14	71	47	3
84	50	73	34	59
85	100	54	83	33
56	8	35	28	30
13	69	54	45	34
29	64	91	29	28
21	27	13	3	28
30	44	22	20	29
43	9	90	69	17
5	99	29	34	31
100	95	78	65	6
40	22	44	35	64
48	90	46	75	34
25	84	61	31	99
61	45	40	88	89
79	51	16	41	63
67	26	64	64	16
80	5	75	35	51
13	19	52	48	46
66	83	20	5	10
94	15	65	7	1
91	45	85	19	71
25	71	52	66	38
14	88	6	5	76
28	15	46	20	100
64	96	73	70	14
97	20	21	91	77
29	72	40	27	25
64	41	86	75	45
89	94	76	32	33
73	39	100	66	88
50	51	15	64	92
21	69	78	55	100
66	56	57	79	61
36	78	27	61	64
42	27	27	64	90
41	71	12	33	19
29	81	56	56	59
20	89	99	27	46
94	3	97	35	72
69	37	21	23	59
66	38	53	7	82
78	55	13	57	15
9	77	24	72	47
51	63	54	85	6
22	6	27	61	36
51	75	60	27	80
16	5	21	51	17
81	84	49	54	82
17	25	38	96	27
64	46	73	84	78
71	52	98	3	5
93	10	40	92	38
66	71	55	27	2
43	37	8	96	18
15	27	2	60	31
72	31	56	66	30
99	63	72	84	32
78	72	52	39	60
61	33	84	9	1
81	100	39	36	58
75	90	59	51	72
80	64	10	89	70
98	67	6	99	19
85	77	80	19	7
38	11	12	83	98
36	56	40	38	7
2	27	94	17	87
2	32	72	10	79
15	27	36	10	85
5	20	49	42	85
38	59	31	79	39
13	83	69	76	47
60	12	53	68	21
39	62	18	64	86
41	94	82	87	23
10	77	61	33	56
68	99	71	35	96
95	45	18	24	83
47	90	87	17	67
81	99	72	58	6
30	52	8	12	25
6	24	91	67	79
68	61	99	48	3
10	61	5	47	99
73	46	82	52	86
38	31	64	51	32
6	100	66	74	48
66	45	46	25	25
34	41	73	18	39
86	41	84	6	30
89	35	28	59	52
59	70	53	67	28
61	40	43	34	62
80	36	12	77	7
6	62	6	6	82
52	68	81	14	11
7	71	70	51	74
35	56	18	66	13
2	17	59	49	53
43	22	43	21	10
89	32	47	85	47
73	85	26	69	93
27	32	87	59	2
95	63	79	25	20
37	47	54	24	18
41	32	30	83	51
62	38	13	52	78
29	61	42	95	41
29	3	52	38	40
94	64	8	45	60
89	60	56	66	72
85	29	96	84	64
68	18	64	4	71
68	24	7	35	58
1	74	56	34	27
48	73	7	1	59
100	25	80	22	89
6	81	75	99	23
88	25	50	31	73
87	93	72	85	49
56	78	96	45	27
28	79	12	45	83
1	25	16	18	7
8	73	52	83	86
57	21	97	58	49
21	13	100	21	10
10	94	49	11	24
7	91	22	92	50
2	55	80	66	8
47	63	82	60	81
81	36	98	90	50
58	87	93	7	86
25	46	96	66	79
59	8	39	17	9
4	91	26	54	13
71	11	61	16	76
90	62	51	11	92
90	11	3	4	7
34	46	13	1	42
84	87	63	63	51
2	77	87	8	42
38	77	58	8	67
25	35	33	27	71
81	99	42	47	95
36	76	75	59	82
12	28	25	99	8
63	17	87	76	55
100	22	53	4	64
47	46	16	64	18
42	49	88	43	84
55	20	70	12	73
33	17	45	55	66
29	96	45	46	1
26	58	92	97	3
12	37	20	98	59
79	100	70	15	24
31	24	81	35	51
16	56	21	35	53
31	93	47	48	11
8	43	86	86	14
42	10	70	41	59
38	17	58	35	57
22	67	42	30	38
37	44	65	16	92
61	32	12	20	75
40	81	91	78	90
98	42	77	98	80
4	82	73	6	21
68	58	72	21	26
19	96	98	30	79
15	70	37	63	19
56	47	69	40	85
75	27	80	11	40
39	23	70	66	93
35	3	9	65	61
29	43	30	75	70
93	44	53	44	22
10	99	91	21	16
37	99	67	89	34
77	91	43	56	59
26	37	5	49	77
77	86	60	30	1
79	90	59	71	60
49	89	28	65	86
48	82	91	38	5
72	29	70	73	100
85	68	75	47	64
82	19	69	73	54
82	100	60	77	49
6	25	30	76	70
37	88	12	8	34
85	51	99	9	17
60	53	13	51	61
45	27	1	90	68
12	62	14	37	18
25	37	21	20	42
93	21	87	8	50
65	58	50	94	62
57	76	37	41	1
83	83	59	79	94
97	41	14	49	21
13	31	80	74	23
60	8	64	58	22
1	91	39	50	11
56	53	60	36	27
14	22	32	15	96
43	75	82	29	82
78	85	51	7	19
89	79	67	89	64
68	54	33	16	25
47	6	87	40	62
24	59	43	56	59
17	86	83	17	48
19	2	36	50	49
51	51	26	39	98
82	38	30	60	30
89	44	2	71	9
42	21	73	85	92
80	39	95	7	18
53	35	24	88	63
81	27	32	48	1
86	10	30	32	86
14	29	46	60	26
28	29	23	60	36
3	84	50	73	15
49	36	64	83	8
84	56	39	84	56
65	27	10	63	50
29	1	72	100	88
75	37	5	52	1
91	48	44	85	32
23	61	12	63	74
27	58	57	80	62
57	52	79	85	59
56	36	23	80	83
71	13	57	23	59
98	13	100	54	54
73	11	12	93	19
58	87	22	72	50
23	50	29	99	89
42	33	4	1	100
55	95	15	43	74
92	32	44	90	12
11	27	28	98	64
32	38	4	65	79
75	86	38	57	62
74	68	36	18	68
72	36	44	58	98
40	88	94	4	87
67	96	18	52	89
30	60	23	14	25
17	61	84	10	73
27	30	37	80	52
73	55	26	65	27
30	44	11	70	49
23	98	89	52	11
30	88	43	65	16
6	73	84	93	43
91	17	38	38	63
34	26	63	19	33
80	86	37	51	53
15	37	20	86	15
54	6	10	50	40
65	5	99	12	93
13	97	65	77	89
27	100	58	35	5
68	60	85	25	95
39	86	78	48	31
58	34	98	46	24
17	43	40	81	99
23	93	49	97	20
2	57	56	20	92
90	28	30	73	54
59	6	70	43	18
46	18	31	80	49
24	63	40	19	60
13	65	49	17	87
63	70	96	29	78
19	38	36	93	6
22	19	66	26	45
28	5	54	90	33
55	4	24	69	76
77	28	66	100	22
65	35	18	45	69
40	26	8	83	95
23	81	26	64	30
59	61	48	25	50
79	28	92	87	28
38	25	57	39	11
65	10	85	65	12
13	91	43	59	49
87	10	2	81	61
83	43	58	46	12
79	74	10	55	80
64	59	4	16	8
18	29	43	56	95
54	46	27	72	37
93	33	100	83	90
96	25	93	81	32
54	19	13	82	21
4	90	81	12	16
43	44	44	97	22
37	86	8	52	7
4	28	9	70	58
71	55	31	43	63
20	2	55	79	30
32	71	6	75	71
20	54	72	45	9
6	38	30	91	28
73	18	8	64	74
50	55	41	75	38
18	66	57	1	61
28	13	49	94	94
51	10	44	52	17
30	28	22	32	57
1	3	91	50	55
33	95	29	34	92
64	91	34	4	11
78	98	48	78	41
89	22	3	25	68
83	6	81	88	17
3	51	3	96	94
88	39	73	87	17
45	4	7	68	42
9	75	3	66	44
21	29	75	95	11
46	95	92	74	80
45	31	86	5	28
12	47	28	35	24
71	13	89	66	7
29	56	77	50	61
99	56	87	22	82
97	14	78	23	13
18	99	13	48	92
59	22	29	54	95
16	76	91	12	31
13	11	64	29	24
36	95	97	16	33
61	63	63	57	7
40	65	66	9	64
15	66	72	71	27
70	38	26	84	27
4	23	22	15	54
7	50	47	54	31
11	57	21	63	68
54	79	60	69	67
71	91	80	9	19
47	79	88	90	98
92	92	7	74	68
22	27	97	75	14
32	40	85	35	42
13	66	24	15	99
58	93	94	2	39
43	81	85	70	7
18	88	86	54	16
63	29	11	28	7
28	26	12	62	3
92	25	16	40	70
21	50	63	38	40
81	48	65	57	11
57	4	67	86	19
79	67	11	51	19
84	88	13	77	45
81	13	41	19	39
31	26	99	75	24
44	30	85	40	35
63	13	79	72	87
18	40	56	26	15
97	99	33	59	96
49	41	78	11	22
68	79	62	6	39
84	26	34	9	67
91	65	43	82	60
81	85	6	36	90
95	44	89	30	44
69	64	16	52	4
92	75	43	49	46
45	40	46	91	44
34	92	69	3	58
19	53	17	85	44
12	25	78	14	93
82	16	5	60	89
2	16	95	53	88
79	10	26	25	37
9	77	12	17	83
33	13	84	87	72
27	8	54	48	20
89	38	22	64	11
25	16	55	97	24
29	50	84	86	20
53	39	13	1	30
12	80	63	5	62
95	49	71	69	25
71	66	70	86	88
45	27	71	23	78
35	16	89	43	17
98	5	41	65	44
98	16	7	25	21
49	12	47	35	79
27	22	99	87	98
90	21	70	69	88
8	27	13	39	1
61	30	4	37	44
93	41	74	39	100
99	4	55	80	17
30	16	33	9	28
10	72	51	14	16
26	71	55	100	13
74	83	48	41	58
39	21	46	94	39
36	64	68	13	64
75	74	86	97	79
62	4	54	32	86
92	31	51	81	41
40	3	41	19	67
21	85	28	43	81
65	79	89	39	90
52	19	74	5	49
4	14	4	76	60
56	69	85	5	62
4	75	1	70	86
71	40	5	64	63
25	76	44	77	42
51	26	16	95	11
92	100	76	36	64
56	28	28	60	6
85	12	88	5	97
31	44	90	33	42
71	40	45	80	89
86	17	51	16	19
49	16	40	33	84
62	46	45	70	40
99	79	43	51	11
19	28	95	70	28
96	24	98	39	34
15	46	31	78	16
82	86	12	50	97
75	27	8	55	79
50	67	98	89	77
54	60	98	70	8
96	11	82	4	21
21	3	77	91	13
16	68	48	52	61
73	14	99	39	98
44	1	70	55	85
34	77	49	93	91
36	76	44	89	57
61	18	52	14	95
29	99	82	53	13
100	58	63	99	41
54	8	60	37	75
32	55	82	52	66
43	54	29	46	1
72	2	66	64	70
45	50	89	48	31
